0_0,IRF4
0_1,CTCF
0_2,ETV4
0_3,RUNX3
0_4,JDP2
0_5,RELB
0_6,IRF4
0_7,SP1
0_8,BATF
0_9,RELB
0_10,NFYB
0_11,POU5F1
