0_0,41115
0_1,38163
0_2,24609
0_3,18050
0_4,15120
0_5,14143
0_6,10674
0_7,8897
0_8,7344
0_9,5443
0_10,3274
0_11,3004
0_12,2739
0_13,2579
0_14,2552
0_15,2442
0_16,2124
0_17,2084
0_18,1966
0_19,1920
0_20,1745
0_21,1661
0_22,1584
0_23,1463
0_24,1442
0_25,1286
0_26,1194
0_27,1044
0_28,1037
0_29,802
0_30,503
0_31,472
0_32,440
0_33,427
0_34,404
0_35,390
0_36,375
0_37,312
0_38,280
0_39,269
0_40,220
0_41,216
0_42,186
0_43,185
0_44,149
0_45,119
0_46,106
0_47,100
0_48,93
0_49,87
0_50,87
0_51,83
0_52,82
0_53,77
0_54,64
0_55,37
0_56,32
0_57,31
0_58,29
0_59,28
0_60,27
0_61,24
0_62,21
1_0,2767
1_1,2656
1_2,2626
1_3,1780
1_4,1750
1_5,1513
1_6,1505
1_7,1296
1_8,1239
1_9,1136
1_10,1039
1_11,1005
1_12,972
1_13,960
1_14,879
1_15,797
1_16,792
1_17,745
1_18,700
1_19,692
1_20,684
1_21,668
1_22,633
1_23,629
1_24,603
1_25,600
1_26,565
1_27,511
1_28,468
1_29,464
1_30,435
1_31,415
1_32,402
1_33,396
1_34,372
1_35,345
1_36,326
1_37,315
1_38,313
1_39,294
1_40,274
1_41,255
1_42,249
1_43,243
1_44,233
1_45,223
1_46,186
1_47,185
1_48,178
1_49,171
1_50,164
1_51,163
1_52,150
1_53,141
1_54,137
1_55,124
1_56,122
1_57,121
1_58,118
1_59,118
1_60,116
1_61,115
1_62,110
1_63,107
1_64,105
1_65,102
1_66,97
1_67,93
1_68,93
1_69,90
1_70,69
1_71,66
1_72,64
1_73,58
1_74,48
1_75,48
1_76,47
1_77,45
1_78,43
1_79,41
1_80,37
1_81,36
1_82,36
1_83,33
1_84,29
1_85,29
1_86,25
1_87,25
1_88,23
1_89,23
