0_0,52577
0_1,28696
0_2,26365
0_3,18260
0_4,14850
0_5,8808
0_6,7342
0_7,5347
0_8,4192
0_9,3775
0_10,3344
0_11,3318
0_12,3246
0_13,3038
0_14,2966
0_15,2922
0_16,2554
0_17,2499
0_18,2301
0_19,2178
0_20,1761
0_21,1746
0_22,1629
0_23,1434
0_24,1342
0_25,972
0_26,968
0_27,934
0_28,867
0_29,843
0_30,791
0_31,759
0_32,708
0_33,696
0_34,620
0_35,543
0_36,533
0_37,530
0_38,523
0_39,508
0_40,435
0_41,401
0_42,334
0_43,262
0_44,243
0_45,223
0_46,204
0_47,175
0_48,171
0_49,171
0_50,169
0_51,168
0_52,166
0_53,159
0_54,157
0_55,150
0_56,135
0_57,127
0_58,123
0_59,113
0_60,112
0_61,110
0_62,99
0_63,96
0_64,91
0_65,82
0_66,81
0_67,80
0_68,71
0_69,63
0_70,61
0_71,54
0_72,51
0_73,44
0_74,37
0_75,35
0_76,34
0_77,34
0_78,32
0_79,31
0_80,29
0_81,27
0_82,27
0_83,26
0_84,26
0_85,25
0_86,24
0_87,20
0_88,20
1_0,4297
1_1,3728
1_2,2529
1_3,1131
1_4,1061
1_5,979
1_6,769
1_7,732
1_8,682
1_9,587
1_10,535
1_11,530
1_12,417
1_13,406
1_14,402
1_15,370
1_16,368
1_17,362
1_18,349
1_19,325
1_20,322
1_21,290
1_22,209
1_23,189
1_24,189
1_25,167
1_26,157
1_27,144
1_28,135
1_29,112
1_30,100
1_31,78
1_32,47
1_33,31
1_34,28
