0_0,52566
0_1,24506
0_2,17515
0_3,15469
0_4,6306
0_5,6263
0_6,4262
0_7,4011
0_8,3364
0_9,3210
0_10,2987
0_11,2812
0_12,2579
0_13,2459
0_14,2239
0_15,2205
0_16,2042
0_17,2027
0_18,1927
0_19,1874
0_20,1737
0_21,1718
0_22,1591
0_23,1438
0_24,1395
0_25,1382
0_26,1260
0_27,1206
0_28,1165
0_29,1046
0_30,813
0_31,794
0_32,693
0_33,594
0_34,571
0_35,551
0_36,549
0_37,529
0_38,487
0_39,399
0_40,398
0_41,380
0_42,328
0_43,300
0_44,243
0_45,240
0_46,203
0_47,195
0_48,183
0_49,165
0_50,146
0_51,144
0_52,130
0_53,129
0_54,128
0_55,102
0_56,96
0_57,87
0_58,81
0_59,76
0_60,75
0_61,71
0_62,57
0_63,54
0_64,30
0_65,28
0_66,26
1_0,1015
1_1,230
1_2,26
