key,coc_frac
0_0,0.37551270139817355
0_1,0.10344671304584287
0_2,0.08166965034331165
0_3,0.07251467289084276
0_4,0.06927417344603322
0_5,0.05526977724398922
0_6,0.05293571121031521
0_7,0.05211992114029323
