0_0,93583
0_1,24398
0_2,17424
0_3,13366
0_4,12942
0_5,12312
0_6,11040
0_7,9568
0_8,9434
0_9,9360
0_10,9326
0_11,9232
0_12,8960
0_13,6760
0_14,5157
0_15,3495
0_16,2989
0_17,2840
0_18,2579
0_19,2557
0_20,2257
0_21,2248
0_22,1546
0_23,1504
0_24,1491
0_25,1289
0_26,988
0_27,653
0_28,606
0_29,546
0_30,515
0_31,476
0_32,395
0_33,384
0_34,360
0_35,275
0_36,222
0_37,216
0_38,189
0_39,172
0_40,171
0_41,126
0_42,110
0_43,103
0_44,102
0_45,95
0_46,92
0_47,90
0_48,89
0_49,88
0_50,85
0_51,80
0_52,73
0_53,69
0_54,66
0_55,62
0_56,61
0_57,61
0_58,56
0_59,55
0_60,53
0_61,49
0_62,47
0_63,46
0_64,43
0_65,38
0_66,37
0_67,30
0_68,27
0_69,27
0_70,25
0_71,25
0_72,25
0_73,24
0_74,22
0_75,21
0_76,21
0_77,21
0_78,20
1_0,7924
1_1,4483
1_2,2273
1_3,1948
1_4,1377
1_5,1052
1_6,769
1_7,733
1_8,295
1_9,287
1_10,228
1_11,227
1_12,220
1_13,213
1_14,193
1_15,188
1_16,175
1_17,171
1_18,163
1_19,121
1_20,117
1_21,116
1_22,116
1_23,111
1_24,108
1_25,106
1_26,105
1_27,94
1_28,88
1_29,84
1_30,80
1_31,76
1_32,66
1_33,62
1_34,61
1_35,46
1_36,33
1_37,21
