0_0,42724
0_1,34509
0_2,30781
0_3,17524
0_4,15780
0_5,13466
0_6,8435
0_7,8202
0_8,7906
0_9,7167
0_10,7162
0_11,6848
0_12,6759
0_13,6044
0_14,5261
0_15,5183
0_16,4324
0_17,4272
0_18,3832
0_19,3742
0_20,3454
0_21,2541
0_22,2487
0_23,2042
0_24,2007
0_25,1679
0_26,1456
0_27,1401
0_28,1320
0_29,1315
0_30,937
0_31,909
0_32,905
0_33,795
0_34,678
0_35,638
0_36,566
0_37,556
0_38,511
0_39,497
0_40,385
0_41,339
0_42,258
0_43,242
0_44,234
0_45,228
0_46,223
0_47,214
0_48,213
0_49,170
0_50,154
0_51,143
0_52,140
0_53,140
0_54,121
0_55,94
0_56,92
0_57,92
0_58,87
0_59,80
0_60,77
0_61,76
0_62,72
0_63,71
0_64,68
0_65,63
0_66,49
0_67,46
0_68,43
0_69,34
0_70,33
0_71,33
0_72,32
0_73,26
0_74,26
0_75,26
0_76,25
0_77,22
0_78,21
0_79,21
1_0,5513
1_1,4961
1_2,4179
1_3,3962
1_4,3290
1_5,2019
1_6,1588
1_7,950
1_8,878
1_9,774
1_10,715
1_11,671
1_12,560
1_13,513
1_14,510
1_15,498
1_16,486
1_17,475
1_18,458
1_19,412
1_20,398
1_21,386
1_22,386
1_23,358
1_24,330
1_25,319
1_26,314
1_27,312
1_28,312
1_29,270
1_30,251
1_31,242
1_32,238
1_33,229
1_34,205
1_35,177
1_36,177
1_37,170
1_38,154
1_39,120
1_40,104
1_41,97
1_42,94
1_43,93
1_44,92
1_45,86
1_46,81
1_47,78
1_48,76
1_49,67
1_50,57
1_51,51
1_52,50
1_53,47
1_54,46
1_55,41
1_56,34
