0_0,12752
0_1,11792
0_2,10560
0_3,6013
0_4,4910
0_5,4708
0_6,2744
0_7,2448
0_8,1242
0_9,1200
0_10,1158
0_11,1006
0_12,982
0_13,975
0_14,944
0_15,929
0_16,769
0_17,744
0_18,729
0_19,694
0_20,607
0_21,593
0_22,572
0_23,513
0_24,438
0_25,392
0_26,215
0_27,215
0_28,148
0_29,147
0_30,93
0_31,73
0_32,54
0_33,42
0_34,29
0_35,28
0_36,25
1_0,265
1_1,70
1_2,67
1_3,58
1_4,50
1_5,48
1_6,47
1_7,46
1_8,45
1_9,43
1_10,35
1_11,26
1_12,23
1_13,23
