AP1,ATAC,0.12463750231381501
ARNTL,ATAC,0.021760144793402027
CTCF,ATAC,0.2551161020958022
DIMER,ATAC,0.009851710166389008
ELK,ATAC,0.06604142243063697
FOSL1+JUN,ATAC,0.018695625347072253
GATA,ATAC,0.13029349458053105
GC,ATAC,0.04064087534193044
NFIA,ATAC,0.016536064663417043
NFYB,ATAC,0.06579461549536209
NRF1,ATAC,0.019065835749984574
REST,ATAC,0.0028794142448736143
RFX,ATAC,0.003187922913967216
SP1/KLF,ATAC,0.1821229509882561
STA5A,ATAC,0.002858847000267374
TYY1,ATAC,0.01807860800888505
ZBTB33,ATAC,0.003640402295304498
ZNF76,ATAC,0.01659776639723576
AP1,DNASE,0.14246524213865822
ARNTL,DNASE,0.023010170756741624
CTCF,DNASE,0.21205561257814687
DIMER,DNASE,0.01035737613138005
ELK,DNASE,0.035550993748250444
FOSL1+JUN,DNASE,0.00789400018661939
GATA,DNASE,0.21461229821778482
GC,DNASE,0.030064383689465336
NFIA,DNASE,0.03999253522440981
NFYB,DNASE,0.03618549967341607
NRF1,DNASE,0.01664644956610992
REST,DNASE,0.005132033218251376
RFX,DNASE,0.015321451898852291
SP1/KLF,DNASE,0.18227115797331342
STA5A,DNASE,0.009610898572361668
TYY1,DNASE,0.0048707660725949425
ZBTB33,DNASE,0.0036204161612391527
ZNF76,DNASE,0.010338714192404591
