0_0,58238
0_1,42979
0_2,26908
0_3,14559
0_4,13179
0_5,5436
0_6,5342
0_7,4189
0_8,3791
0_9,3777
0_10,3516
0_11,3436
0_12,3112
0_13,3110
0_14,2908
0_15,2858
0_16,2674
0_17,2500
0_18,1819
0_19,991
0_20,923
0_21,879
0_22,834
0_23,638
0_24,581
0_25,572
0_26,559
0_27,544
0_28,497
0_29,485
0_30,312
0_31,300
0_32,299
0_33,294
0_34,279
0_35,274
0_36,268
0_37,268
0_38,265
0_39,227
0_40,218
0_41,218
0_42,192
0_43,154
0_44,139
0_45,137
0_46,136
0_47,135
0_48,135
0_49,131
0_50,127
0_51,126
0_52,119
0_53,114
0_54,110
0_55,104
0_56,94
0_57,93
0_58,93
0_59,69
0_60,57
0_61,56
0_62,34
0_63,34
0_64,30
0_65,29
0_66,25
1_0,581
1_1,381
1_2,231
1_3,168
1_4,94
1_5,58
1_6,32
1_7,20
1_8,20
