0_0,4013
0_1,1975
0_2,1959
0_3,1601
0_4,1175
0_5,1101
0_6,863
0_7,787
0_8,662
0_9,624
0_10,622
0_11,532
0_12,516
0_13,377
0_14,343
0_15,127
0_16,92
0_17,88
0_18,84
0_19,63
0_20,60
0_21,54
0_22,27
0_23,26
0_24,25
0_25,22
1_0,135
1_1,63
1_2,48
1_3,42
1_4,31
1_5,29
1_6,29
1_7,24
