key,coc_frac
0_0,0.4342808676878791
0_1,0.10889791302559886
0_2,0.09422226791405366
0_3,0.08568931839210445
0_4,0.08414721908090882
0_5,0.05132620540762825
0_6,0.04173948802302868
0_7,0.0270638429114835
