0_0,45821
0_1,24312
0_2,16255
0_3,14955
0_4,5966
0_5,5609
0_6,5381
0_7,4512
0_8,3859
0_9,3534
0_10,3026
0_11,2961
0_12,2513
0_13,2510
0_14,2312
0_15,2216
0_16,2012
0_17,1755
0_18,1751
0_19,1688
0_20,1687
0_21,1573
0_22,1440
0_23,1244
0_24,1007
0_25,855
0_26,829
0_27,808
0_28,762
0_29,550
0_30,429
0_31,400
0_32,352
0_33,346
0_34,325
0_35,242
0_36,190
0_37,125
0_38,125
0_39,115
0_40,110
0_41,93
0_42,85
0_43,75
0_44,73
0_45,61
0_46,52
0_47,51
0_48,45
0_49,37
0_50,35
0_51,27
0_52,27
0_53,25
0_54,24
1_0,691
1_1,313
1_2,135
1_3,45
1_4,41
1_5,35
