0_0,51499
0_1,45868
0_2,42023
0_3,24300
0_4,10338
0_5,9687
0_6,9056
0_7,4993
0_8,4899
0_9,3566
0_10,3439
0_11,3237
0_12,3096
0_13,2675
0_14,2551
0_15,2075
0_16,1826
0_17,1799
0_18,1364
0_19,1172
0_20,1094
0_21,926
0_22,588
0_23,586
0_24,498
0_25,480
0_26,419
0_27,391
0_28,363
0_29,323
0_30,315
0_31,306
0_32,262
0_33,248
0_34,241
0_35,192
0_36,178
0_37,176
0_38,167
0_39,162
0_40,162
0_41,158
0_42,152
0_43,141
0_44,135
0_45,126
0_46,109
0_47,95
0_48,92
0_49,92
0_50,86
0_51,67
0_52,66
0_53,56
0_54,52
0_55,50
0_56,43
0_57,38
0_58,36
0_59,34
0_60,33
0_61,31
0_62,30
0_63,25
0_64,23
0_65,21
1_0,1536
1_1,1515
1_2,622
1_3,615
1_4,438
1_5,233
1_6,207
1_7,193
1_8,166
1_9,154
1_10,125
1_11,116
1_12,103
1_13,49
