key,coc_frac
0_0,0.4484807562457799
0_1,0.24561107359891965
0_2,0.15320729237002026
0_3,0.1324442943956786
0_4,0.006414584740040513
0_5,0.005908170155300473
0_6,0.0044226873733963536
0_7,0.001586765698852127
