key,coc_frac
0_0,0.2693691858491207
0_1,0.18242004481564472
0_2,0.1321382494737557
0_3,0.11023969579683575
0_4,0.09808514972499491
0_5,0.07428532627147416
0_6,0.031948122496095605
0_7,0.02413933591362803
