cCRE File,Biosample Slim,Biosample type,Organ,Biosample summary + donor,Experiment,BigWig,Experiment,BigWig,Experiment,BigWig,Experiment,BigWig
ENCFF995LGE_ENCFF917QCC.bed.gz,rectal smooth muscle tissue,tissue,intestine; large intestine; musculature of body,Homo_sapiens_rectal_smooth_muscle_tissue_tissue_female_adult_50_years_ENCDO026NQC,---,---,ENCSR953GFW,ENCFF995LGE,ENCSR656ZEQ,ENCFF917QCC,---,---
ENCFF032HUK_ENCFF185MAH.bed.gz,"effector memory CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_effector_memory_CD4-positive,_alpha-beta_T_cell_ENCDO194EHQ",---,---,ENCSR291KBJ,ENCFF032HUK,ENCSR892HPQ,ENCFF185MAH,---,---
ENCFF414KJQ_ENCFF839BEU.bed.gz,CD14-positive monocyte,primary cell,blood; bodily fluid,Homo_sapiens_CD14-positive_monocyte_ENCDO836ICQ,---,---,ENCSR245YME,ENCFF414KJQ,ENCSR319HLH,ENCFF839BEU,---,---
ENCFF485MOX_ENCFF319LCS.bed.gz,skin epidermis,tissue,epithelium; skin of body,Homo_sapiens_with_squamous_cell_carcinoma_skin_epidermis_tissue_female_adult_80_years_ENCDO856JFL,---,---,ENCSR822EOS,ENCFF485MOX,ENCSR869TDT,ENCFF319LCS,---,---
ENCFF863OBQ_ENCFF971OML.bed.gz,skin epidermis,tissue,epithelium; skin of body,Homo_sapiens_skin_epidermis_tissue_male_adult_77_years_ENCDO739SDJ,---,---,ENCSR835YED,ENCFF863OBQ,ENCSR641YLG,ENCFF971OML,---,---
ENCFF082LOG_ENCFF225DSH.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_RAD21_ENCDO000ABE",---,---,ENCSR175TRD,ENCFF082LOG,ENCSR323XBZ,ENCFF225DSH,---,---
ENCFF219ZRA_ENCFF032EHZ.bed.gz,skin epidermis,tissue,epithelium; skin of body,Homo_sapiens_with_basal_cell_carcinoma_skin_epidermis_tissue_male_adult_67_years_ENCDO128KBJ,---,---,ENCSR074BEW,ENCFF219ZRA,ENCSR207ABA,ENCFF032EHZ,---,---
ENCFF120TOC_ENCFF907XXC.bed.gz,mucosa of rectum,tissue,intestine; large intestine,Homo_sapiens_mucosa_of_rectum_tissue_female_adult_50_years_ENCDO654NKH,---,---,ENCSR276BXF,ENCFF120TOC,ENCSR305ISQ,ENCFF907XXC,---,---
ENCFF917XEI_ENCFF380TOJ.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_RAD21_treated_with_1_μM_5-Phenyl-1H-indole-3-acetic_acid_for_6_hours_ENCDO000ABE",---,---,ENCSR356EWB,ENCFF917XEI,ENCSR871TIY,ENCFF380TOJ,---,---
ENCFF976KIV_ENCFF896KEC.bed.gz,chorion,tissue,extraembryonic component,Homo_sapiens_chorion_tissue_male_embryo_16_weeks_ENCDO150YZC,---,---,ENCSR215EFA,ENCFF976KIV,ENCSR909ZLE,ENCFF896KEC,---,---
ENCFF585QLC_ENCFF800QBA_ENCFF249SYO.bed.gz,breast epithelium,tissue,breast; epithelium,Homo_sapiens_breast_epithelium_tissue_female_adult_53_years_ENCDO793LXB,---,---,ENCSR416AUW,ENCFF585QLC,ENCSR034ZKE,ENCFF800QBA,ENCSR304XUZ,ENCFF249SYO
ENCFF223CEC_ENCFF153OFF.bed.gz,esophagus,tissue,esophagus,Homo_sapiens_esophagus_tissue_male_adult_34_years_ENCDO058AAA,---,---,ENCSR577ILY,ENCFF223CEC,ENCSR679OVD,ENCFF153OFF,---,---
ENCFF987GHG_ENCFF185BYZ.bed.gz,immature natural killer cell,primary cell,bone element; bone marrow; lymph node; spleen; thymus,Homo_sapiens_with_multiple_sclerosis_immature_natural_killer_cell_ENCDO553CCA,---,---,ENCSR755ZGS,ENCFF987GHG,ENCSR469CFL,ENCFF185BYZ,---,---
ENCFF022RWR_ENCFF674NLG.bed.gz,naive B cell,primary cell,blood; bodily fluid,Homo_sapiens_with_multiple_sclerosis_naive_B_cell_ENCDO553CCA,---,---,ENCSR713ZYF,ENCFF022RWR,ENCSR617GMR,ENCFF674NLG,---,---
ENCFF612AIR_ENCFF846OSF.bed.gz,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_CD25-positive,_alpha-beta_regulatory_T_cell_ENCDO836ICQ",---,---,ENCSR158UEK,ENCFF612AIR,ENCSR769FEY,ENCFF846OSF,---,---
ENCFF934TRW_ENCFF689NDO.bed.gz,immature natural killer cell,primary cell,bone element; bone marrow; lymph node; spleen; thymus,Homo_sapiens_with_multiple_sclerosis_immature_natural_killer_cell_ENCDO157PKH,---,---,ENCSR703TWY,ENCFF934TRW,ENCSR246TTM,ENCFF689NDO,---,---
ENCFF229RJS_ENCFF174GYF_ENCFF923LDW.bed.gz,nephron,organoid,epithelium; kidney,"Homo_sapiens_nephron_organoid_female_embryo_5_days,_49_days_post_differentiation_ENCDO222AAA",---,---,ENCSR862INW,ENCFF229RJS,ENCSR519AVF,ENCFF174GYF,ENCSR194WQV,ENCFF923LDW
ENCFF954NRC_ENCFF888PXY.bed.gz,placenta,tissue,extraembryonic component; placenta,Homo_sapiens_placenta_tissue_embryo_16_weeks_ENCDO918HJM,---,---,ENCSR120ZZJ,ENCFF954NRC,ENCSR028QEA,ENCFF888PXY,---,---
ENCFF640NVF_ENCFF126LKO.bed.gz,aorta,tissue,arterial blood vessel; blood vessel; vasculature,Homo_sapiens_aorta_tissue_female_adult_30_years_ENCDO424HVB,---,---,ENCSR960EVO,ENCFF640NVF,ENCSR322TJD,ENCFF126LKO,---,---
ENCFF379RYN_ENCFF153ALM.bed.gz,chorion,tissue,extraembryonic component,Homo_sapiens_chorion_tissue_female_embryo_40_weeks_ENCDO651ROT,---,---,ENCSR787CAJ,ENCFF379RYN,ENCSR499IIR,ENCFF153ALM,---,---
ENCFF512IEA_ENCFF346QRJ_ENCFF517ABA.bed.gz,gastroesophageal sphincter,tissue,musculature of body; stomach,Homo_sapiens_gastroesophageal_sphincter_tissue_male_adult_37_years_ENCDO845WKR,---,---,ENCSR037GFN,ENCFF512IEA,ENCSR600TOW,ENCFF346QRJ,ENCSR186NVR,ENCFF517ABA
ENCFF120CVA_ENCFF142AFQ.bed.gz,placenta,tissue,extraembryonic component; placenta,Homo_sapiens_placenta_tissue_male_embryo_16_weeks_ENCDO150YZC,---,---,ENCSR074FPH,ENCFF120CVA,ENCSR717HIA,ENCFF142AFQ,---,---
ENCFF538GPP.bed.gz,stomach,tissue,stomach,Homo_sapiens_stomach_tissue_female_embryo_98_days_ENCDO442NQP,---,---,ENCSR202RXT,ENCFF538GPP,---,---,---,---
ENCFF875CHR.bed.gz,neurosphere,primary cell,,Homo_sapiens_neurosphere_female_embryo_17_weeks_originated_from_cortex_ENCDO030VWZ,---,---,ENCSR957CYJ,ENCFF875CHR,---,---,---,---
ENCFF609VLF.bed.gz,myoepithelial cell of mammary gland,primary cell,epithelium; exocrine gland; mammary gland,Homo_sapiens_myoepithelial_cell_of_mammary_gland_female_adult_36_years_ENCDO261FUX,---,---,ENCSR287YDU,ENCFF609VLF,---,---,---,---
ENCFF050YYY_ENCFF155XCD.bed.gz,lung,tissue,lung,Homo_sapiens_lung_tissue_female_adult_30_years_ENCDO424HVB,---,---,ENCSR466DZW,ENCFF050YYY,ENCSR540ADS,ENCFF155XCD,---,---
ENCFF206QOX_ENCFF797TAU.bed.gz,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_naive_thymus-derived_CD8-positive,_alpha-beta_T_cell_ENCDO976NED",---,---,ENCSR584QLZ,ENCFF206QOX,ENCSR052KGC,ENCFF797TAU,---,---
ENCFF593NJY_ENCFF409QDV.bed.gz,"CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_with_multiple_sclerosis_CD8-positive,_alpha-beta_memory_T_cell_ENCDO553CCA",---,---,ENCSR535YYH,ENCFF593NJY,ENCSR476IPR,ENCFF409QDV,---,---
ENCFF508OUM_ENCFF634LYO_ENCFF015NMW.bed.gz,suprapubic skin,tissue,skin of body,Homo_sapiens_suprapubic_skin_tissue_male_adult_37_years_ENCDO845WKR,---,---,ENCSR362QYU,ENCFF508OUM,ENCSR413QLR,ENCFF634LYO,ENCSR485VQV,ENCFF015NMW
ENCFF839JMI_ENCFF199GYV.bed.gz,large intestine,tissue,intestine; large intestine,Homo_sapiens_large_intestine_tissue_male_embryo_108_days_ENCDO119ASK,---,---,ENCSR413QXO,ENCFF839JMI,ENCSR659RHV,ENCFF199GYV,---,---
ENCFF783FUP_ENCFF091GNW.bed.gz,CD14-positive monocyte,primary cell,blood; bodily fluid,Homo_sapiens_with_multiple_sclerosis_CD14-positive_monocyte_ENCDO187BUH,---,---,ENCSR889VGA,ENCFF783FUP,ENCSR378EPS,ENCFF091GNW,---,---
ENCFF370MEL_ENCFF705FGY.bed.gz,mucosa of rectum,tissue,intestine; large intestine,Homo_sapiens_mucosa_of_rectum_tissue_female_adult_61_years_ENCDO896AXO,---,---,ENCSR146DAL,ENCFF370MEL,ENCSR447OHF,ENCFF705FGY,---,---
ENCFF615SIJ_ENCFF237BCW.bed.gz,endocrine pancreas,tissue,pancreas,Homo_sapiens_endocrine_pancreas_tissue_male_adult_45_years_ENCDO543FPW,---,---,ENCSR957UQS,ENCFF615SIJ,ENCSR324JDC,ENCFF237BCW,---,---
ENCFF736MMN.bed.gz,neurosphere,primary cell,,Homo_sapiens_neurosphere_female_embryo_17_weeks_originated_from_ganglionic_eminence_ENCDO030VWZ,---,---,ENCSR130PLZ,ENCFF736MMN,---,---,---,---
ENCFF011VNN_ENCFF314ZFV.bed.gz,endocrine pancreas,tissue,pancreas,Homo_sapiens_endocrine_pancreas_tissue_adult_59_years_ENCDO267ZBN,---,---,ENCSR884EVT,ENCFF011VNN,ENCSR492PXH,ENCFF314ZFV,---,---
ENCFF303PLE_ENCFF294TTY.bed.gz,thymus,tissue,endocrine gland; immune organ; thymus,Homo_sapiens_thymus_tissue_male_child_3_years_ENCDO478OMA,---,---,ENCSR738LBP,ENCFF303PLE,ENCSR303IKJ,ENCFF294TTY,---,---
ENCFF619HYF_ENCFF584CKL.bed.gz,psoas muscle,tissue,musculature of body,Homo_sapiens_psoas_muscle_tissue_male_adult_34_years_ENCDO058AAA,---,---,ENCSR949OYZ,ENCFF619HYF,ENCSR791ISZ,ENCFF584CKL,---,---
ENCFF778FFI_ENCFF006WQG.bed.gz,heart right ventricle,tissue,heart,Homo_sapiens_heart_right_ventricle_tissue_male_child_3_years_ENCDO478OMA,---,---,ENCSR107RDP,ENCFF778FFI,ENCSR028NXO,ENCFF006WQG,---,---
ENCFF221BVQ_ENCFF202XZK.bed.gz,naive B cell,primary cell,blood; bodily fluid,Homo_sapiens_naive_B_cell_ENCDO922TOC,---,---,ENCSR884MVN,ENCFF221BVQ,ENCSR141MKN,ENCFF202XZK,---,---
ENCFF211RIL_ENCFF437CFO.bed.gz,amnion,tissue,extraembryonic component; placenta,Homo_sapiens_amnion_tissue_male_embryo_16_weeks_ENCDO150YZC,---,---,ENCSR420IOA,ENCFF211RIL,ENCSR430RVP,ENCFF437CFO,---,---
ENCFF081IBY_ENCFF257QES.bed.gz,angular gyrus,tissue,brain,Homo_sapiens_angular_gyrus_tissue_female_adult_75_years_ENCDO871IWW,---,---,ENCSR057RET,ENCFF081IBY,ENCSR891XGQ,ENCFF257QES,---,---
ENCFF466ENV_ENCFF423GAY_ENCFF308OYN.bed.gz,prostate gland,tissue,prostate gland,Homo_sapiens_prostate_gland_tissue_male_adult_54_years_ENCDO451RUA,---,---,ENCSR748RBT,ENCFF466ENV,ENCSR763IDK,ENCFF423GAY,ENCSR829HTO,ENCFF308OYN
ENCFF174HPH_ENCFF918JSW.bed.gz,placental basal plate,tissue,extraembryonic component; placenta,Homo_sapiens_placental_basal_plate_tissue_female_embryo_40_weeks_ENCDO651ROT,---,---,ENCSR194MJA,ENCFF174HPH,ENCSR526RGE,ENCFF918JSW,---,---
ENCFF817YEB_ENCFF006ULZ.bed.gz,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_with_multiple_sclerosis_naive_thymus-derived_CD8-positive,_alpha-beta_T_cell_ENCDO553CCA",---,---,ENCSR848XJL,ENCFF817YEB,ENCSR078ATS,ENCFF006ULZ,---,---
ENCFF720WSA.bed.gz,breast epithelium,tissue,breast; epithelium,Homo_sapiens_breast_epithelium_tissue_male_adult_37_years_ENCDO845WKR,---,---,ENCSR224STY,ENCFF720WSA,---,---,---,---
ENCFF169MHR_ENCFF715DNL.bed.gz,chorionic villus,tissue,embryo; extraembryonic component; placenta,Homo_sapiens_chorionic_villus_tissue_female_embryo_40_weeks_ENCDO651ROT,---,---,ENCSR659FAS,ENCFF169MHR,ENCSR643TBI,ENCFF715DNL,---,---
ENCFF071AFK.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_ENCDO460ZVO,---,---,ENCSR902BOX,ENCFF071AFK,---,---,---,---
ENCFF623WKE_ENCFF244XNP.bed.gz,adrenal gland,tissue,adrenal gland; endocrine gland,Homo_sapiens_adrenal_gland_tissue_female_adult_30_years_ENCDO424HVB,---,---,ENCSR425NQT,ENCFF623WKE,ENCSR642HHF,ENCFF244XNP,---,---
ENCFF089KQW_ENCFF039NIU.bed.gz,urinary bladder,tissue,urinary bladder,Homo_sapiens_urinary_bladder_tissue_male_adult_34_years_ENCDO058AAA,---,---,ENCSR632OWD,ENCFF089KQW,ENCSR054BKO,ENCFF039NIU,---,---
ENCFF576TRI_ENCFF950IOX.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_middle_frontal_area_46_tissue_female_adult_75_years_ENCDO871IWW,---,---,ENCSR157EML,ENCFF576TRI,ENCSR016XBE,ENCFF950IOX,---,---
ENCFF297LZZ_ENCFF716ZMD.bed.gz,CD14-positive monocyte,primary cell,blood; bodily fluid,Homo_sapiens_with_multiple_sclerosis_CD14-positive_monocyte_ENCDO553CCA,---,---,ENCSR905UNZ,ENCFF297LZZ,ENCSR191YDG,ENCFF716ZMD,---,---
ENCFF423YBA_ENCFF124AKT.bed.gz,sigmoid colon,tissue,colon; intestine; large intestine,Homo_sapiens_sigmoid_colon_tissue_male_adult_34_years_ENCDO058AAA,---,---,ENCSR421HUB,ENCFF423YBA,ENCSR561YSH,ENCFF124AKT,---,---
ENCFF520TNH_ENCFF604ZNJ.bed.gz,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_CD25-positive,_alpha-beta_regulatory_T_cell_ENCDO194EHQ",---,---,ENCSR579DZQ,ENCFF520TNH,ENCSR577GVS,ENCFF604ZNJ,---,---
ENCFF899GWP_ENCFF497DMG.bed.gz,chorionic villus,tissue,embryo; extraembryonic component; placenta,Homo_sapiens_chorionic_villus_tissue_embryo_16_weeks_ENCDO918HJM,---,---,ENCSR313SEO,ENCFF899GWP,ENCSR963LVX,ENCFF497DMG,---,---
ENCFF400NQI_ENCFF402CVL_ENCFF678PGU.bed.gz,tibial nerve,tissue,limb; nerve,Homo_sapiens_tibial_nerve_tissue_female_adult_53_years_ENCDO793LXB,---,---,ENCSR314SPW,ENCFF400NQI,ENCSR771YJT,ENCFF402CVL,ENCSR875NEW,ENCFF678PGU
ENCFF081XPP_ENCFF920IQC.bed.gz,stimulated activated naive B cell,primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_naive_B_cell_male_adult_40_years_treated_with_1_μg/mL_anti-CD40_for_72_hours,_100_ng/mL_Interleukin-4_for_72_hours,_10_μg/mL_anti-IgM_for_72_hours_ENCDO512FEI",---,---,ENCSR332BVN,ENCFF081XPP,ENCSR709KME,ENCFF920IQC,---,---
ENCFF216VFC_ENCFF980XLA_ENCFF733RSG.bed.gz,gastroesophageal sphincter,tissue,musculature of body; stomach,Homo_sapiens_gastroesophageal_sphincter_tissue_female_adult_53_years_ENCDO793LXB,---,---,ENCSR510NXV,ENCFF216VFC,ENCSR677LBH,ENCFF980XLA,ENCSR206ETG,ENCFF733RSG
ENCFF746DNB_ENCFF377XTR.bed.gz,"activated naive CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_activated_CD8-positive,_naive_alpha-beta_T_cell_male_adult_42_years_ENCDO833KUM",---,---,ENCSR178NOK,ENCFF746DNB,ENCSR473VWE,ENCFF377XTR,---,---
ENCFF454FEA_ENCFF431SOK.bed.gz,"CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD8-positive,_alpha-beta_memory_T_cell_ENCDO836ICQ",---,---,ENCSR869QEN,ENCFF454FEA,ENCSR302RKX,ENCFF431SOK,---,---
ENCFF147IYE_ENCFF888NJV.bed.gz,"activated naive CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_activated_CD4_positive,_naive_alpha-beta_T_cell_male_adult_42_years_ENCDO833KUM",---,---,ENCSR236OFL,ENCFF147IYE,ENCSR472BJI,ENCFF888NJV,---,---
ENCFF060YXX_ENCFF200AOX.bed.gz,activated T-helper 17 cell,primary cell,blood; bodily fluid,"Homo_sapiens_activated_T-helper_17_cell_male_adult_50_years_treated_with_50_U/mL_Interleukin-2_for_72_hours,_anti-CD3_and_anti-CD28_coated_beads_for_72_hours_ENCDO641WTL",---,---,ENCSR742HMR,ENCFF060YXX,ENCSR488FJP,ENCFF200AOX,---,---
ENCFF302CQX_ENCFF672SYY.bed.gz,stimulated activated naive B cell,primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_naive_B_cell_female_adult_39_years_treated_with_1_μg/mL_anti-CD40_for_72_hours,_100_ng/mL_Interleukin-4_for_72_hours,_10_μg/mL_anti-IgM_for_72_hours_ENCDO352FHC",---,---,ENCSR720WUX,ENCFF302CQX,ENCSR684HLM,ENCFF672SYY,---,---
ENCFF412XPV_ENCFF171ZHJ.bed.gz,CD14-positive monocyte,primary cell,blood; bodily fluid,Homo_sapiens_CD14-positive_monocyte_male_adult_51_years_ENCDO346BRO,---,---,ENCSR406DUQ,ENCFF412XPV,ENCSR197UDN,ENCFF171ZHJ,---,---
ENCFF781HVS_ENCFF863ICS.bed.gz,skin epidermis,tissue,epithelium; skin of body,Homo_sapiens_with_basal_cell_carcinoma_skin_epidermis_tissue_male_adult_77_years_ENCDO739SDJ,---,---,ENCSR720DYZ,ENCFF781HVS,ENCSR531VWS,ENCFF863ICS,---,---
ENCFF307HLE_ENCFF979YMP.bed.gz,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_with_multiple_sclerosis_CD4-positive,_CD25-positive,_alpha-beta_regulatory_T_cell_ENCDO553CCA",---,---,ENCSR482TGI,ENCFF307HLE,ENCSR350UKV,ENCFF979YMP,---,---
ENCFF514MWD_ENCFF116HTK.bed.gz,IgD-negative memory B cell,primary cell,blood; bodily fluid,Homo_sapiens_IgD-negative_memory_B_cell_ENCDO836ICQ,---,---,ENCSR259EBS,ENCFF514MWD,ENCSR346UYQ,ENCFF116HTK,---,---
ENCFF543UQM_ENCFF116PKI.bed.gz,"naive thymus-derived CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_naive_thymus-derived_CD4-positive,_alpha-beta_T_cell_male_adult_42_years_ENCDO833KUM",---,---,ENCSR994PGV,ENCFF543UQM,ENCSR324IEM,ENCFF116PKI,---,---
ENCFF090HMA_ENCFF523ZCA.bed.gz,CD14-positive monocyte,primary cell,blood; bodily fluid,Homo_sapiens_CD14-positive_monocyte_ENCDO922TOC,---,---,ENCSR665QZU,ENCFF090HMA,ENCSR685BBN,ENCFF523ZCA,---,---
ENCFF921NZD_ENCFF303XXZ.bed.gz,skin epidermis,tissue,epithelium; skin of body,Homo_sapiens_with_squamous_cell_carcinoma_skin_epidermis_tissue_male_adult_84_years_ENCDO799UNP,---,---,ENCSR011KBS,ENCFF921NZD,ENCSR958CPV,ENCFF303XXZ,---,---
ENCFF639KLT_ENCFF763SFH.bed.gz,skin epidermis,tissue,epithelium; skin of body,Homo_sapiens_with_basal_cell_carcinoma_skin_epidermis_tissue_male_adult_58_years_ENCDO536XJQ,---,---,ENCSR644SHG,ENCFF639KLT,ENCSR339XMR,ENCFF763SFH,---,---
ENCFF986YFL_ENCFF646TTB.bed.gz,peripheral blood mononuclear cell,primary cell,blood; bodily fluid,Homo_sapiens_peripheral_blood_mononuclear_cell_male_adult_39_years_ENCDO424KSR,---,---,ENCSR275EAG,ENCFF986YFL,ENCSR105EMQ,ENCFF646TTB,---,---
ENCFF122GSI_ENCFF608MDC_ENCFF460ECX.bed.gz,sigmoid colon,tissue,colon; intestine; large intestine,Homo_sapiens_sigmoid_colon_tissue_male_adult_37_years_ENCDO845WKR,---,---,ENCSR960AAL,ENCFF122GSI,ENCSR807XUB,ENCFF608MDC,ENCSR721AHD,ENCFF460ECX
ENCFF020YCR_ENCFF451OTN.bed.gz,chorionic villus,tissue,embryo; extraembryonic component; placenta,Homo_sapiens_chorionic_villus_tissue_male_embryo_38_weeks_ENCDO974LFM,---,---,ENCSR320MYR,ENCFF020YCR,ENCSR619POC,ENCFF451OTN,---,---
ENCFF726YJF_ENCFF099ERT_ENCFF947KDR.bed.gz,nephron,organoid,epithelium; kidney,"Homo_sapiens_nephron_organoid_female_embryo_5_days,_35_days_post_differentiation_ENCDO222AAA",---,---,ENCSR783VHL,ENCFF726YJF,ENCSR283SJF,ENCFF099ERT,ENCSR266ZUX,ENCFF947KDR
ENCFF868CTT_ENCFF606OFL.bed.gz,"CD4-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_alpha-beta_memory_T_cell_ENCDO836ICQ",---,---,ENCSR373MTM,ENCFF868CTT,ENCSR696DVE,ENCFF606OFL,---,---
ENCFF125KUI_ENCFF843YIN.bed.gz,motor neuron,in vitro differentiated cells,brain; spinal cord,Homo_sapiens_from_a_donor_with_amyotrophic_lateral_sclerosis_motor_neuron_ENCDO371BAE,---,---,ENCSR745TRI,ENCFF125KUI,ENCSR680IWU,ENCFF843YIN,---,---
ENCFF790FMB_ENCFF749RKS.bed.gz,CD14-positive monocyte,primary cell,blood; bodily fluid,Homo_sapiens_with_multiple_sclerosis_CD14-positive_monocyte_ENCDO157PKH,---,---,ENCSR267NWZ,ENCFF790FMB,ENCSR821CPA,ENCFF749RKS,---,---
ENCFF918PWP_ENCFF709HME_ENCFF980HXI.bed.gz,spleen,tissue,immune organ; spleen,Homo_sapiens_spleen_tissue_male_adult_26_years_ENCDO221IPH,---,---,ENCSR907JPV,ENCFF918PWP,ENCSR401KZW,ENCFF709HME,ENCSR961SKY,ENCFF980HXI
ENCFF940OQY_ENCFF356ZKI.bed.gz,activated T-cell,primary cell,blood; bodily fluid,Homo_sapiens_activated_T-cell_male_adult_38_years_ENCDO923WRX,---,---,ENCSR439XYT,ENCFF940OQY,ENCSR407QDX,ENCFF356ZKI,---,---
ENCFF356TWG.bed.gz,activated T-cell,primary cell,blood; bodily fluid,"Homo_sapiens_activated_T-cell_male_adult_42_years_treated_with_50_U/mL_Interleukin-2_for_4_hours,_anti-CD3_and_anti-CD28_coated_beads_for_4_hours_ENCDO833KUM",---,---,ENCSR137UJW,ENCFF356TWG,---,---,---,---
ENCFF060VND_ENCFF233LPC.bed.gz,activated T-cell,primary cell,blood; bodily fluid,"Homo_sapiens_activated_T-cell_male_adult_43_years_treated_with_50_U/mL_Interleukin-2_for_72_hours,_anti-CD3_and_anti-CD28_coated_beads_for_72_hours_ENCDO106CDP",---,---,ENCSR022SNQ,ENCFF060VND,ENCSR006QLV,ENCFF233LPC,---,---
ENCFF408GEO_ENCFF447DVQ.bed.gz,natural killer cell,primary cell,blood; bodily fluid,"Homo_sapiens_natural_killer_cell_female_adult_41_years_treated_with_100_ng/mL_Interleukin-18_for_72_hours,_100_ng/mL_Interleukin-12_subunit_beta_for_72_hours,_100_ng/mL_Interleukin-12_subunit_alpha_for_72_hours,_100_ng/mL_Interleukin-15_for_72_hours_ENCDO911LCI",---,---,ENCSR822WVQ,ENCFF408GEO,ENCSR525MZF,ENCFF447DVQ,---,---
ENCFF207RGC_ENCFF240ZJY.bed.gz,natural killer cell,primary cell,blood; bodily fluid,"Homo_sapiens_natural_killer_cell_male_adult_47_years_treated_with_100_ng/mL_Interleukin-18_for_72_hours,_100_ng/mL_Interleukin-12_subunit_beta_for_72_hours,_100_ng/mL_Interleukin-12_subunit_alpha_for_72_hours,_100_ng/mL_Interleukin-15_for_72_hours_ENCDO311UBW",---,---,ENCSR326JGI,ENCFF207RGC,ENCSR936OPP,ENCFF240ZJY,---,---
ENCFF483GED_ENCFF525DJA.bed.gz,"activated naive CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_activated_naive_CD8-positive,_alpha-beta_T_cell_male_adult_30_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_ENCDO166AGR",---,---,ENCSR036DBU,ENCFF483GED,ENCSR626ZPK,ENCFF525DJA,---,---
ENCFF151ZGR.bed.gz,T-helper 2 cell,primary cell,blood; bodily fluid,"Homo_sapiens_T-helper_2_cell_male_adult_35_years_treated_with_5_μg/mL_Interferon-gamma_antibody,_100_ng/mL_Interleukin-4_ENCDO374BBL",---,---,ENCSR141CRA,ENCFF151ZGR,---,---,---,---
ENCFF670CVB_ENCFF950LVH.bed.gz,skin epidermis,tissue,epithelium; skin of body,Homo_sapiens_with_squamous_cell_carcinoma_skin_epidermis_tissue_male_adult_78_years_ENCDO054KII,---,---,ENCSR291PVS,ENCFF670CVB,ENCSR683RXF,ENCFF950LVH,---,---
ENCFF494RFU.bed.gz,small intestine,tissue,intestine; small intestine,Homo_sapiens_small_intestine_tissue_male_child_3_years_ENCDO478OMA,---,---,---,---,ENCSR454VRA,ENCFF494RFU,---,---
ENCFF116TJK.bed.gz,spinal cord,tissue,spinal cord,Homo_sapiens_spinal_cord_tissue_female_embryo_108_days_ENCDO176AAI,---,---,---,---,ENCSR209QGZ,ENCFF116TJK,---,---
ENCFF848KXX.bed.gz,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_naive_thymus-derived_CD8-positive,_alpha-beta_T_cell_ENCDO258PRN",---,---,---,---,ENCSR570IJX,ENCFF848KXX,---,---
ENCFF495UDL.bed.gz,"CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD8-positive,_alpha-beta_T_cell_ENCDO922CEJ",---,---,---,---,ENCSR835OJV,ENCFF495UDL,---,---
ENCFF726SZQ.bed.gz,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_CD25-positive,_alpha-beta_regulatory_T_cell_male_adult_38_years_ENCDO923WRX",---,---,---,---,ENCSR596FCE,ENCFF726SZQ,---,---
ENCFF892JDN.bed.gz,"CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_alpha-beta_T_cell_ENCDO779YRY",---,---,---,---,ENCSR546SDM,ENCFF892JDN,---,---
